Index, run_time
0,0.020181264728307724
1,0.04729325510561466
2,0.04031608626246452
3,0.03252244554460049
4,0.04584918171167374
5,0.03387216664850712
6,0.034865111112594604
7,0.05031063221395016
8,0.03611847199499607
9,0.027785545215010643
10,0.026228612288832664
11,0.0220002681016922
12,0.0120208989828825
13,0.04095314256846905
14,0.041818007826805115
15,0.021640505641698837
16,0.020840339362621307
17,0.012394580990076065
18,0.03096584789454937
19,0.0292152538895607
20,0.0463833287358284
21,0.04026494920253754
22,0.04103179648518562
23,0.04127685911953449
24,0.0347269494086504
25,0.03211112692952156
26,0.018018895760178566
27,0.02180882729589939
28,0.018650291487574577
29,0.0465948972851038
30,0.04216165281832218
31,0.01841971091926098
32,0.013587797060608864
33,0.04932281747460365
34,0.014626605436205864
35,0.04754830338060856
36,0.033555563539266586
37,0.03969966433942318
38,0.014278760179877281
39,0.023157136514782906
40,0.04360882379114628
41,0.03328990004956722
42,0.020878514274954796
43,0.03388369269669056
44,0.038726866245269775
45,0.028501512482762337
46,0.02954147197306156
47,0.08759519644081593
48,0.03451043926179409
49,0.02332386188209057
50,0.025846512988209724
51,0.033041903749108315
52,0.022731522098183632
53,0.046263111755251884
54,0.01933017186820507
55,0.013114286586642265
56,0.029981300234794617
57,0.054139643907547
58,0.021869318559765816
59,0.01994370110332966
60,0.04014545679092407
61,0.02301902137696743
62,0.02330666221678257
63,0.030168110504746437
64,0.010309772565960884
65,0.048844896256923676
66,0.02899443544447422
67,0.047938812524080276
68,0.03592555224895477
69,0.012768028303980827
70,0.018386851996183395
71,0.0404283981770277
72,0.04531688056886196
73,0.02892320789396763
74,0.010268647223711014
75,0.018982117995619774
76,0.02362079545855522
77,0.0123601034283638
78,0.043756796047091484
79,0.03688745200634003
80,0.018484273925423622
81,0.04103192314505577
82,0.03318089060485363
83,0.028472304344177246
84,0.028223691508173943
85,0.02711096964776516
86,0.024773037061095238
87,0.04628465697169304
88,0.04642250947654247
89,0.043562233448028564
90,0.024133404716849327
91,0.04738311842083931
92,0.04572928138077259
93,0.019249001517891884
94,0.025441687554121017
95,0.017200540751218796
96,0.04637433774769306
97,0.024713480845093727
98,0.034626392647624016
99,0.042316775768995285
100,0.0235048308968544
101,0.030677208676934242
102,0.040516024455428123
103,0.028419941663742065
104,0.03099856711924076
105,0.04626967012882233
106,0.046516627073287964
107,0.026920581236481667
108,0.03174730762839317
109,0.012277279049158096
110,0.019642135128378868
111,0.04554221220314503
112,0.045341856777668
113,0.016265597194433212
114,0.038956886157393456
115,0.03015172854065895
116,0.028407590463757515
117,0.037878137081861496
118,0.029819199815392494
119,0.0345986969769001
120,0.032437242567539215
121,0.02478431910276413
122,0.030147511512041092
123,0.021500375121831894
124,0.022376542910933495
125,0.020490290597081184
126,0.0287963654845953
127,0.01220131665468216
128,0.05111424811184406
129,0.02600531093776226
130,0.09542045928537846
131,0.02671871706843376
132,0.022009331732988358
133,0.038091180846095085
134,0.04726405255496502
135,0.016756219789385796
136,0.0367813054472208
137,0.02064453810453415
138,0.046322865411639214
139,0.041658131405711174
140,0.031215792521834373
141,0.039604220539331436
142,0.02274930849671364
143,0.017271878197789192
144,0.03138348646461964
145,0.03262438252568245
146,0.04434961453080177
147,0.017633335664868355
148,0.016455596312880516
149,0.03848785720765591
