Task, StreamingStep, RR, nDCG, Success
0,0,0.4683968253968254,0.4865363642650383,0.6666666666666666
1,1,0.30833333333333335,0.34847985241197416,0.4666666666666667
0,1,0.48927777777777776,0.5053524067530248,0.6666666666666666
2,2,0.48194444444444445,0.4984110361279006,0.6
0,2,0.49873015873015875,0.51079936376326,0.66
1,2,0.3611111111111111,0.3884882922619096,0.4666666666666667
3,3,0.3879310344827586,0.4544714829619238,0.6551724137931034
0,3,0.41534126984127,0.44012909948303097,0.6133333333333333
1,3,0.23888888888888887,0.271821625595243,0.36666666666666664
2,3,0.5055555555555555,0.5158166769637416,0.6
4,4,0.5122222222222222,0.5335312151159944,0.7
0,4,0.4036269841269843,0.43402528536785706,0.64
1,4,0.3,0.31745730047619436,0.36666666666666664
2,4,0.4097222222222222,0.4408678899435367,0.5666666666666667
3,4,0.4063218390804597,0.46989058279387974,0.6551724137931034
5,5,0.41388888888888886,0.43081618437347663,0.5666666666666667
0,5,0.4267407407407408,0.4535378146175454,0.64
1,5,0.3777777777777777,0.41598066034659087,0.5333333333333333
2,5,0.41944444444444445,0.4570106208674103,0.6
3,5,0.3919540229885058,0.46776622721991934,0.6896551724137931
4,5,0.5314814814814814,0.5556370029910556,0.7333333333333333
