Index, run_time
0,0.017308132722973824
1,0.0175192728638649
2,0.01836325041949749
3,0.016473496332764626
4,0.02980169653892517
5,0.005775514990091324
6,0.005928933620452881
7,0.006148431450128555
8,0.0062270015478134155
9,0.00626603327691555
10,0.005160093307495117
11,0.00960412435233593
12,0.0057170819491147995
13,0.010230522602796555
14,0.00536368228495121
15,0.009793877601623535
16,0.005603363737463951
17,0.009796719998121262
18,0.006453981623053551
19,0.008247658610343933
20,0.00535321980714798
21,0.010316725820302963
22,0.0059141963720321655
23,0.009420350193977356
24,0.00618528388440609
25,0.009838549420237541
26,0.005584178492426872
27,0.011030424386262894
28,0.006003091111779213
29,0.008899591863155365
30,0.005975374951958656
31,0.00965268537402153
32,0.005904560908675194
33,0.010020945221185684
34,0.00587056577205658
35,0.009193358942866325
36,0.00616849958896637
37,0.008060824126005173
38,0.006024079397320747
39,0.009497581049799919
40,0.006255295127630234
41,0.008988987654447556
42,0.005685785785317421
43,0.00975051149725914
44,0.005668800324201584
45,0.010540235787630081
46,0.006113871932029724
47,0.010049115866422653
48,0.005786070600152016
49,0.010817322880029678
50,0.005793187767267227
51,0.010362431406974792
52,0.006104651838541031
53,0.010603846982121468
54,0.006156729534268379
55,0.009102638810873032
56,0.005940556526184082
57,0.010410081595182419
58,0.005731092765927315
59,0.009319024160504341
60,0.006448324769735336
61,0.008554661646485329
62,0.006107250228524208
63,0.009107032790780067
64,0.0063301511108875275
65,0.0084245465695858
66,0.006269397214055061
67,0.00931304320693016
68,0.006293624639511108
69,0.01021716557443142
70,0.0057344865053892136
71,0.010467242449522018
72,0.006072467193007469
73,0.009386548772454262
74,0.0061517562717199326
75,0.009637502953410149
76,0.00641760416328907
77,0.008902644738554955
78,0.00592350959777832
79,0.009301809594035149
80,0.005777042359113693
81,0.008964365348219872
82,0.0060444120317697525
83,0.009836046025156975
84,0.005889018997550011
85,0.008833838626742363
86,0.0060159023851156235
87,0.008998813107609749
88,0.006482943892478943
89,0.010381726548075676
90,0.006142415106296539
91,0.005790989845991135
92,0.00993361882865429
93,0.014200624078512192
94,0.01316586509346962
95,0.005913756787776947
96,0.005462603643536568
97,0.006037836894392967
98,0.014508936554193497
99,0.005910713225603104
100,0.006125571206212044
101,0.005904003977775574
102,0.006764575839042664
103,0.005848286673426628
104,0.010713763535022736
105,0.00586429238319397
106,0.010454326868057251
107,0.005502279847860336
108,0.009871739894151688
109,0.005879160016775131
110,0.010830404236912727
111,0.006282690912485123
112,0.009583208709955215
113,0.006217096000909805
114,0.009561048820614815
115,0.006147203966975212
116,0.005241621285676956
117,0.015404980629682541
118,0.005653729662299156
119,0.005516311153769493
120,0.004873393103480339
121,0.012326313182711601
122,0.005475714802742004
123,0.011651409789919853
124,0.005058029666543007
125,0.010527892038226128
126,0.005565755069255829
127,0.010883161798119545
128,0.005995132029056549
129,0.010826637968420982
130,0.005516884848475456
131,0.010078279301524162
132,0.006308073177933693
133,0.005586346611380577
134,0.005335766822099686
135,0.005685498937964439
136,0.005250819027423859
137,0.0059155430644750595
138,0.005740571767091751
139,0.005665106698870659
140,0.0054766945540905
